"","V1"
"farewellAndrewJackson-NA.txt",3
"farewellBarackObama-NA.txt",9
"farewellDwightDEisenhower-NA.txt",1
"farewellGeorgeBush-NA.txt",9
"farewellGeorgeWashington-NA.txt",2
"farewellGeorgeWBush-NA.txt",9
"farewellGeraldRFord-NA.txt",4
"farewellHarrySTruman-NA.txt",9
"farewellJimmyCarter-NA.txt",9
"farewellLyndonBJohnson-NA.txt",4
"farewellRichardNixon-NA.txt",9
"farewellRonaldReagan-NA.txt",9
"farewellWilliamJClinton-NA.txt",9
"inaugAbrahamLincoln-1.txt",3
"inaugAbrahamLincoln-2.txt",3
"inaugAndrewJackson-1.txt",3
"inaugAndrewJackson-2.txt",3
"inaugBarackObama-1.txt",9
"inaugBarackObama-2.txt",9
"inaugBenjaminHarrison-1.txt",3
"inaugCalvinCoolidge-1.txt",3
"inaugDonaldJTrump-1.txt",9
"inaugDwightDEisenhower-1.txt",1
"inaugDwightDEisenhower-2.txt",1
"inaugFranklinDRoosevelt-1.txt",10
"inaugFranklinDRoosevelt-2.txt",9
"inaugFranklinDRoosevelt-3.txt",1
"inaugFranklinDRoosevelt-4.txt",9
"inaugFranklinPierce-1.txt",3
"inaugGeorgeBush-1.txt",9
"inaugGeorgeWashington-1.txt",3
"inaugGeorgeWashington-2.txt",3
"inaugGeorgeWBush-1.txt",9
"inaugGeorgeWBush-2.txt",1
"inaugGroverCleveland-I-1.txt",3
"inaugGroverCleveland-II-2.txt",3
"inaugHarrySTruman-1.txt",1
"inaugHerbertHoover-1.txt",3
"inaugJamesBuchanan-1.txt",3
"inaugJamesGarfield-1.txt",3
"inaugJamesKPolk-1.txt",3
"inaugJamesMadison-1.txt",3
"inaugJamesMadison-2.txt",3
"inaugJamesMonroe-1.txt",3
"inaugJamesMonroe-2.txt",3
"inaugJimmyCarter-1.txt",1
"inaugJohnAdams-1.txt",3
"inaugJohnFKennedy-1.txt",9
"inaugJohnQuincyAdams-1.txt",2
"inaugLyndonBJohnson-1.txt",1
"inaugMartinvanBuren-1.txt",3
"inaugRichardNixon-1.txt",9
"inaugRichardNixon-2.txt",9
"inaugRonaldReagan-1.txt",9
"inaugRonaldReagan-2.txt",9
"inaugRutherfordBHayes-1.txt",3
"inaugTheodoreRoosevelt-1.txt",3
"inaugThomasJefferson-1.txt",2
"inaugThomasJefferson-2.txt",3
"inaugUlyssesSGrant-1.txt",3
"inaugUlyssesSGrant-2.txt",3
"inaugWarrenGHarding-1.txt",10
"inaugWilliamHenryHarrison-1.txt",3
"inaugWilliamHowardTaft-1.txt",3
"inaugWilliamJClinton-1.txt",9
"inaugWilliamJClinton-2.txt",9
"inaugWilliamMcKinley-1.txt",3
"inaugWilliamMcKinley-2.txt",3
"inaugWoodrowWilson-1.txt",10
"inaugWoodrowWilson-2.txt",10
"inaugZacharyTaylor-1.txt",3
"nominAbrahamLincoln-1.txt",3
"nominAdlaiStevenson-1.txt",9
"nominAdlaiStevenson-2.txt",9
"nominAlbertGore,Jr-1.txt",8
"nominAlSmith-1.txt",3
"nominBarackObama-1.txt",9
"nominBarackObama-2.txt",9
"nominBarryGoldwater-1.txt",1
"nominBenjaminHarrison-1.txt",3
"nominBenjaminHarrison-2.txt",5
"nominCharlesEHughes-1.txt",3
"nominDonaldJTrump-1.txt",6
"nominDwightDEisenhower-1.txt",9
"nominDwightDEisenhower-2.txt",9
"nominFranklinDRoosevelt-1.txt",9
"nominFranklinDRoosevelt-2.txt",1
"nominFranklinDRoosevelt-3.txt",3
"nominFranklinDRoosevelt-4.txt",9
"nominGeorgeBush-1.txt",9
"nominGeorgeBush-2.txt",9
"nominGeorgeMcGovern-1.txt",9
"nominGeorgeWBush-1.txt",9
"nominGeorgeWBush-2.txt",9
"nominGeraldRFord-0.txt",9
"nominHarrySTruman-1.txt",9
"nominHerbertHoover-1.txt",10
"nominHerbertHoover-2.txt",1
"nominHillaryClinton-1.txt",9
"nominHubertHHumphrey-1.txt",9
"nominJamesAGarfield-1.txt",3
"nominJimmyCarter-1.txt",9
"nominJimmyCarter-2.txt",9
"nominJohnFKennedy-1.txt",9
"nominJohnFKerry-1.txt",9
"nominJohnMcCain-1.txt",8
"nominLyndonBJohnson-1.txt",9
"nominMichaelDukakis-1.txt",9
"nominMittRomney-1.txt",9
"nominRichardNixon-0.txt",9
"nominRichardNixon-1.txt",9
"nominRichardNixon-2.txt",9
"nominRobertDole-1.txt",9
"nominRonaldReagan-1.txt",9
"nominRonaldReagan-2.txt",4
"nominThomasEDewey-1.txt",9
"nominThomasEDewey-2.txt",1
"nominWalterFMondale-1.txt",9
"nominWarrenGHarding-1.txt",10
"nominWendellLWillkie-1.txt",9
"nominWilliamHowardTaft-1.txt",5
"nominWilliamJClinton-1.txt",9
"nominWilliamJClinton-2.txt",9
"nominWilliamMcKinley-1.txt",3
"nominWoodrowWilson-1.txt",10
"PressDonaldTrump-NA.txt",6
"SpeechDonaldTrump-NA.txt",4
"SpeechDonaldTrump-NA2.txt",6
